Month,usg_apt,fg_apt,carrier,Total
2,SFO,LTO,AS,1046
2,LAX,UPN,Y4,1034
2,TPA,SNU,09Q,1033
2,HOU,MBJ,WN,1029
2,BOS,MBJ,AA,1028
2,BOS,LIR,B6,1027
2,ORD,PLS,AA,1025
2,SFO,MZT,AS,1024
2,BOS,YYZ,AC,1021
2,LGA,AUA,AA,1012
2,PHL,UVF,AA,1012
2,EWR,SKB,UA,1010
2,MCO,YOW,WS,1010
2,PHL,SXM,AA,1010
2,HNL,NGO,JL,1008
2,OAK,SJD,WN,1007
3,JFK,LHR,BA,81911
3,JFK,CDG,AF,76918
3,DFW,CUN,AA,70102
3,ATL,CUN,DL,67192
3,JFK,STI,B6,60991
3,FLL,YUL,AC,60899
3,MIA,PTY,CM,58924
3,JFK,SDQ,B6,58567
3,IAH,CUN,UA,57201
3,JFK,LHR,VS,54635
3,EWR,LHR,UA,54316
3,FLL,YYZ,AC,52708
3,JFK,DXB,EK,50980
3,MIA,SDQ,AA,47786
3,MIA,CUN,AA,46416
3,LAX,LHR,BA,46316
3,LAX,CDG,AF,45603
3,MIA,HAV,AA,45252
3,LAX,GDL,Y4,43751
3,LAX,ICN,OZ,43656
3,DTW,AMS,DL,42841
3,JFK,LHR,AA,42576
3,IAH,MEX,UA,41857
3,MCO,PTY,CM,41479
3,MSP,CUN,DL,41416
3,LAX,TPE,BR,41370
3,LAX,YYZ,AC,41092
3,CLT,CUN,AA,41084
3,JFK,IST,TK,41074
3,DEN,CUN,UA,40870
3,SFO,TPE,BR,39801
3,DFW,LHR,AA,39709
3,MIA,LHR,BA,39650
3,ATL,MEX,DL,39413
3,LAX,ICN,KE,39106
3,LGA,YYZ,QK,38738
3,DFW,SJD,AA,38221
3,LAX,YVR,AC,37523
3,MIA,BOG,AV,37498
3,EWR,TLV,UA,37236
3,DFW,MEX,AA,37185
3,MSP,CUN,SY,36099
3,JFK,ICN,KE,35971
3,LAX,MEX,AM,35897
3,ATL,AMS,DL,35799
3,ORD,CUN,UA,35633
3,JFK,AMS,KL,35533
3,JFK,MAD,IB,35207
3,LAX,MNL,PR,34968
3,ATL,CDG,AF,34903
3,BOS,LHR,BA,34783
3,JFK,DUB,EI,34636
3,ORD,LHR,BA,34439
3,MIA,NAS,AA,34036
3,JFK,MEX,AM,33186
3,ORD,IST,TK,32664
3,SFO,LHR,BA,32576
3,MIA,PUJ,AA,32527
3,MCO,YYZ,AC,32511
3,SEA,YVR,OO,32508
3,MIA,EZE,AA,32420
3,MIA,YYZ,AC,32326
3,MIA,MAD,IB,31822
3,ATL,MBJ,DL,31690
3,JFK,PUJ,B6,31689
3,MIA,MEX,AA,31499
3,BOS,DUB,EI,31479
3,CLT,PUJ,AA,31371
3,DFW,PVR,AA,31312
3,EWR,CUN,UA,31210
3,DTW,CUN,DL,31151
3,ATL,AMS,KL,31112
3,JFK,DOH,QR,30985
3,EWR,LHR,BA,30874
3,JFK,CUN,B6,30872
3,IAD,LHR,BA,30815
3,ATL,PUJ,DL,30781
3,CLT,MBJ,AA,30663
3,PHL,CUN,AA,30656
3,BOS,AUA,B6,30649
3,MIA,GRU,AA,30559
3,ATL,CDG,DL,30108
3,EWR,YTZ,PD,29988
3,MIA,SJO,AA,29981
3,JFK,FCO,AZ,29881
3,JFK,AMS,DL,29764
3,ORD,CUN,AA,29659
3,ORD,DUB,EI,29429
3,CLT,NAS,AA,29388
3,SFO,YYZ,AC,29218
3,LAX,TPE,CI,29074
3,LAX,LHR,VS,29025
3,PHX,SJD,AA,29013
3,JFK,HKG,CX,28780
3,SFO,YVR,AC,28327
3,EWR,YYZ,YX,28308
3,IAD,FRA,UA,28132
3,JFK,SDQ,DL,28067
3,MIA,CDG,AF,27948
3,CLT,LHR,AA,27836
3,LAX,IST,TK,27738
3,JFK,STI,DL,27700
3,JFK,KIN,B6,27629
3,JFK,CDG,DL,27602
3,MIA,GUA,AA,27571
3,LAX,NRT,SQ,27524
3,ATL,NAS,DL,27452
3,LAX,DOH,QR,27395
3,JFK,PTY,CM,27319
3,TPA,YYZ,RV,27259
3,IAH,GUA,UA,27182
3,JFK,MBJ,B6,26975
3,MIA,LIM,AA,26944
3,MCO,YUL,RV,26862
3,JFK,AUH,EY,26788
3,SFO,SIN,UA,26664
3,MIA,GRU,JJ,26575
3,JFK,BOG,AV,26511
3,LGA,YUL,QK,26320
3,HOU,CUN,WN,26283
3,MIA,MBJ,AA,26271
3,IAD,LHR,UA,26142
3,ORD,FRA,UA,25976
3,LAX,AKL,NZ,25832
3,LAX,SAL,TA,25822
3,MIA,MEX,AM,25718
3,MIA,IST,TK,25702
3,MIA,LIM,LP,25547
3,PHX,YYC,WS,25531
3,SFO,FRA,UA,25507
3,MIA,SCL,LA,25278
3,MCO,LGW,BA,25256
3,JFK,TLV,LY,25215
3,LAX,LHR,AA,25205
3,IAD,IST,TK,25142
3,JFK,FCO,DL,25010
3,EWR,FRA,UA,24922
3,MIA,LHR,AA,24888
3,MSP,CDG,DL,24796
3,SFO,LHR,UA,24763
3,LAX,DXB,EK,24497
3,FLL,VCP,AD,24445
3,SFO,YVR,UA,24291
3,IAD,SAL,TA,24236
3,LAX,HKG,CX,24193
3,IAD,PTY,CM,23991
3,FLL,CUN,NK,23952
3,IAH,LHR,UA,23896
3,DFW,LHR,BA,23886
3,ATL,GRU,DL,23732
3,LAX,SJD,AS,23729
3,SFO,DXB,EK,23696
3,SFO,IST,TK,23580
3,DFW,GDL,AA,23517
3,ATL,LHR,DL,23486
3,IAD,DXB,EK,23465
3,MCO,MEX,AM,23290
3,LAS,YYC,WS,23259
3,ATL,YYZ,DL,23255
3,MCO,YYZ,WS,22859
3,EWR,STI,UA,22504
3,MIA,KIN,AA,22378
3,ORD,LHR,AA,22374
3,IAH,SJD,UA,22322
3,ORD,LHR,UA,22306
3,JFK,AUA,B6,22262
3,JFK,ZRH,LX,22199
3,EWR,TLV,LY,22191
3,PHX,YYZ,RV,22126
3,PHX,PVR,AA,22101
3,CLT,PLS,AA,22017
3,HNL,HND,JL,21967
3,SFO,SIN,SQ,21753
3,MCO,YYZ,RV,21750
3,JFK,LHR,DL,21583
3,MIA,MGA,TA,21567
3,IAH,LIR,UA,21548
3,EWR,SDQ,UA,21497
3,JFK,NAS,B6,21489
3,JFK,MXP,EK,21436
3,JFK,FRA,SQ,21410
3,LAX,HND,NH,21351
3,IAH,DXB,EK,21338
3,FLL,SJO,NK,21272
3,RSW,YYZ,RV,21252
3,LAX,SYD,QF,21209
3,PSP,YYC,WS,21183
3,MSP,AMS,DL,21181
3,EWR,PUJ,UA,21176
3,IAH,SAL,UA,21094
3,MIA,LHR,VS,21004
3,IAH,SJO,UA,20915
3,LGA,YYZ,9E,20848
3,LAX,YYC,WS,20840
3,PHL,MBJ,AA,20711
3,MIA,BGI,AA,20666
3,SFO,TPE,UA,20604
3,SFO,MNL,PR,20518
3,SFO,MEX,UA,20508
3,IAH,PTY,UA,20494
3,MIA,BOG,AA,20451
3,ORD,DOH,QR,20448
3,SFO,TPE,CI,20370
3,DFW,YYZ,AA,20364
3,ATL,ICN,KE,20272
3,IAD,CUN,UA,20222
3,SFO,HKG,CX,20215
3,SEA,ICN,DL,20073
3,LAX,SIN,SQ,20051
3,IAD,PUJ,UA,20027
3,LAX,AMS,KL,20018
3,JFK,CUN,DL,20009
3,DEN,YYC,UA,19948
3,MIA,MDE,AA,19926
3,ORD,FRA,LH,19877
3,FLL,SDQ,NK,19860
3,EWR,SJO,UA,19814
3,MIA,CTG,AA,19787
3,SEA,TPE,BR,19717
3,DFW,MTY,AA,19625
3,GUM,ICN,7C,19554
3,LAX,PTY,CM,19518
3,LAS,LHR,BA,19483
3,GUM,ICN,LJ,19436
3,JFK,TPE,BR,19414
3,EWR,BRU,UA,19393
3,JFK,SAL,TA,19374
3,LAX,FRA,LH,19330
3,HNL,YVR,AC,19324
3,SFO,MEX,AM,19319
3,MIA,CUR,AA,19315
3,SEA,DOH,QR,19260
3,IAD,CDG,AF,19254
3,FLL,HAV,WN,19241
3,MIA,BZE,AA,19173
3,MIA,SXM,AA,19031
3,IAH,TPE,BR,19009
3,LAX,YVR,WS,19009
3,JFK,CAI,MS,18989
3,DFW,DOH,QR,18925
3,BWI,MBJ,WN,18866
3,ORD,AUH,EY,18843
3,ATL,DOH,QR,18811
3,LAX,CUN,UA,18725
3,SLC,CUN,DL,18690
3,LAX,CUN,DL,18683
3,DFW,SJO,AA,18670
3,EWR,NRT,UA,18652
3,MIA,UIO,AA,18596
3,MIA,LIR,AA,18595
3,ORD,MEX,AM,18545
3,MIA,DOH,QR,18516
3,MIA,AUA,AA,18498
3,MIA,FRA,LH,18490
3,IAD,BRU,UA,18475
3,SFO,CUN,UA,18475
3,SEA,AMS,DL,18450
3,JFK,FRA,LH,18408
3,JFK,DEL,AI,18345
3,MCO,VCP,AD,18304
3,PHL,DOH,QR,18243
3,DFW,CZM,AA,18213
3,SFO,FRA,LH,18194
3,DFW,GUA,AA,18166
3,PSP,YVR,WS,18165
3,DFW,BJX,AA,18155
3,CLT,AUA,AA,18153
3,ORD,DXB,EK,18053
3,MIA,GYE,AA,17998
3,LAX,SYD,DL,17993
3,MIA,SAL,AA,17991
3,IAH,DOH,QR,17966
3,SFO,DOH,QR,17961
3,ORD,YYZ,QK,17882
3,HNL,YVR,WS,17867
3,ORD,SJD,AA,17829
3,CLT,YYZ,AA,17790
3,SAN,LHR,BA,17716
3,DFW,YVR,AA,17702
3,MIA,EZE,AR,17683
3,MIA,ZRH,LX,17607
3,MIA,MAD,UX,17555
3,LAX,NAN,FJ,17529
3,SFO,ICN,OZ,17517
3,LAS,YYZ,RV,17485
3,MIA,CLO,AA,17473
3,EWR,YYZ,QK,17470
3,LAX,GDL,VB,17369
3,SJC,GDL,Y4,17333
3,IAD,FRA,LH,17314
3,IAH,IST,TK,17284
3,SFO,HKG,UA,17268
3,IAD,DOH,QR,17262
3,SFO,CDG,AF,17254
3,JFK,CUN,AA,17250
3,OAK,GDL,Y4,17234
3,MIA,POP,AA,17217
3,BWI,CUN,WN,17166
3,AUS,LHR,BA,17144
3,DEN,SJD,UA,17099
3,BOS,AMS,DL,17085
3,MCO,LHR,VS,17081
3,DEN,YVR,UA,17061
3,OGG,YVR,WS,17042
3,ATL,SJD,DL,17017
3,SFO,DEL,AI,16998
3,PHX,LHR,BA,16959
3,ORD,CDG,AF,16933
3,DFW,QRO,AA,16925
3,MIA,ANU,AA,16913
3,ORD,DEL,AI,16887
3,ATL,SCL,DL,16869
3,SEA,DXB,EK,16848
3,MIA,SAP,AA,16808
3,GUM,ICN,KE,16807
3,ATL,FCO,DL,16726
3,FLL,YYZ,WS,16724
3,EWR,LIS,TP,16705
3,ORD,MEX,Y4,16677
3,SEA,LHR,BA,16669
3,JFK,ICN,OZ,16639
3,PHL,LHR,AA,16615
3,EWR,CDG,UA,16574
3,SLC,SJD,DL,16512
3,BOS,DXB,EK,16510
3,DEN,PVR,UA,16439
3,ATL,LIM,DL,16368
3,MCO,CUN,NK,16348
3,IAH,MEX,AM,16272
3,ORD,MAD,IB,16231
3,FLL,MBJ,B6,16175
3,MIA,XPL,AA,16153
3,OGG,YVR,AC,16129
3,IAH,LHR,BA,16120
3,LAX,HND,AA,16103
3,ORD,BRU,UA,16058
3,MSP,ICN,DL,16055
3,JFK,GRU,JJ,16035
3,EWR,FCO,UA,16014
3,EWR,GRU,UA,15965
3,IAH,EZE,UA,15936
3,MIA,PLS,AA,15902
3,DEN,CUN,WN,15873
3,LGA,YYZ,YX,15865
3,SLC,AMS,DL,15834
3,EWR,ATH,EK,15825
3,MIA,DXB,EK,15820
3,LAX,LIM,LP,15811
3,LGA,YUL,9E,15810
3,BOS,DOH,QR,15787
3,SJU,SDQ,B6,15769
3,IAH,NRT,UA,15758
3,SFO,TLV,UA,15751
3,SFO,SAL,TA,15707
3,DEN,LHR,UA,15705
3,ATL,HND,DL,15638
3,FLL,KIN,B6,15635
3,MCO,FRA,4Y,15633
3,PHX,SJD,WN,15633
3,JFK,BCN,AA,15632
3,JFK,TLV,DL,15618
3,IAH,BOG,UA,15614
3,DFW,DXB,EK,15606
3,HNL,NRT,NH,15544
3,DFW,NRT,AA,15543
3,JFK,LGW,BA,15540
3,SEA,HND,DL,15528
3,IAD,DUB,EI,15526
3,JFK,GRU,AA,15490
3,MIA,GIG,AA,15430
3,MIA,GCM,AA,15413
3,HOU,SJD,WN,15407
3,MCO,MAN,VS,15371
3,SFO,HND,UA,15360
3,SLC,CDG,DL,15349
3,DTW,ICN,DL,15339
3,EWR,MXP,UA,15335
3,IAH,GRU,UA,15325
3,IAH,PVR,UA,15312
3,GUM,NRT,UA,15295
3,LAX,SJD,DL,15292
3,JFK,MXP,DL,15273
3,PHL,LHR,BA,15253
3,HNL,ICN,KE,15241
3,EWR,AMS,UA,15215
3,DFW,GRU,AA,15176
3,SFO,SYD,UA,15151
3,SMF,GDL,Y4,15146
3,SFO,NRT,UA,15145
3,JFK,EZE,AA,15137
3,BOS,YYZ,QK,15117
3,LAX,ZRH,LX,15116
3,MIA,FCO,AZ,15063
3,ATL,ICN,DL,15059
3,SEA,SJD,AS,15017
3,EWR,IST,TK,14980
3,SEA,CDG,DL,14935
3,LAX,YUL,AC,14925
3,DTW,CDG,DL,14919
3,IAH,FRA,LH,14903
3,EWR,FRA,LH,14895
3,JFK,YYZ,9E,14872
3,SEA,YVR,QK,14865
3,JFK,CMN,AT,14804
3,LAS,YVR,WS,14800
3,FAT,GDL,Y4,14796
3,ORD,HND,UA,14769
3,IAD,ADD,ET,14760
3,DEN,MUC,LH,14756
3,JFK,DOH,AA,14737
3,EWR,AUA,UA,14726
3,SFO,AMS,KL,14711
3,SFO,ICN,KE,14709
3,EWR,MBJ,UA,14676
3,LAX,PPT,TN,14665
3,FLL,NAS,B6,14594
3,MIA,BOG,4C,14589
3,LAX,NRT,UA,14584
3,DFW,IST,TK,14564
3,EWR,LIS,UA,14536
3,MIA,YYZ,AA,14494
3,EWR,DEL,UA,14470
3,LAX,BOG,AV,14451
3,MIA,LIS,TP,14391
3,ORD,GRU,UA,14367
3,EWR,BCN,UA,14358
3,HNL,HND,HA,14340
3,MSP,PVR,SY,14335
3,ORD,CDG,UA,14296
3,IAH,FRA,UA,14289
3,LAX,HND,DL,14258
3,ATL,LHR,VS,14241
3,MIA,PTY,AA,14227
3,BOS,CDG,AF,14185
3,BOS,NAS,B6,14158
3,SFO,ICN,UA,14157
3,JFK,WAW,LO,14123
3,DEN,FRA,LH,14104
3,IAH,MTY,VB,14093
3,MIA,SCL,AA,14056
3,LAX,NRT,ZG,13999
3,DFW,CDG,AA,13990
3,DFW,YYC,AA,13987
3,JFK,BOM,AI,13958
3,SFO,DUB,EI,13941
3,ORD,MUC,UA,13931
3,MIA,MUC,LH,13867
3,DTW,CDG,AF,13852
3,MIA,SNU,AA,13843
3,ORD,YYZ,OO,13828
3,JFK,TLV,AA,13782
3,DEN,YYZ,AC,13771
3,IAD,CDG,UA,13758
3,EWR,MEX,UA,13754
3,EWR,CPH,SK,13744
3,ORD,WAW,LO,13704
3,SFO,ZRH,LX,13683
3,DFW,ICN,AA,13590
3,LAS,LHR,VS,13552
3,DFW,CUN,NK,13527
3,JFK,DEL,AA,13522
3,CLT,YUL,AA,13501
3,MIA,BCN,AA,13475
3,DTW,HND,DL,13453
3,ATL,EZE,DL,13451
3,BOS,KEF,FI,13437
3,DEN,FRA,UA,13424
3,IAH,AKL,NZ,13414
3,ORD,CUN,F9,13407
3,SJU,PTY,CM,13366
3,MIA,YUL,AC,13365
3,DCA,YYZ,QK,13353
3,PHX,LHR,AA,13352
3,BOS,YTZ,PD,13347
3,HNL,NRT,JL,13305
3,IAH,BZE,UA,13296
3,JFK,MUC,LH,13286
3,LAX,SYD,AA,13257
3,JFK,CDG,AA,13248
3,PDX,AMS,DL,13217
3,EWR,YUL,QK,13208
3,STL,CUN,F9,13195
3,DFW,MAD,AA,13177
3,LAX,MUC,LH,13142
3,JFK,MAD,AA,13114
3,IAH,AMS,KL,13091
3,DEN,LHR,BA,13054
3,JFK,SCL,LA,13052
3,MIA,GCM,KX,13022
3,ORD,MUC,LH,13019
3,LAX,HND,JL,12985
3,HNL,KIX,HA,12968
3,ATL,SJO,DL,12948
3,LAS,GDL,Y4,12931
3,BOS,FRA,LH,12919
3,PHL,MAD,AA,12899
3,SFO,AKL,UA,12898
3,EWR,DUB,UA,12884
3,MIA,MAD,AA,12862
3,JFK,BRU,SN,12821
3,SFO,LHR,VS,12776
3,JFK,BCN,DL,12756
3,ORD,GDL,Y4,12747
3,LAX,LHR,UA,12738
3,BWI,PUJ,WN,12728
3,EWR,MUC,LH,12713
3,BOS,LIS,TP,12707
3,MSP,SJD,DL,12705
3,MCO,AMS,DL,12698
3,JFK,LIS,DL,12676
3,FLL,GUA,NK,12658
3,EWR,MAD,UA,12636
3,JFK,MXP,AA,12588
3,EWR,ZRH,UA,12586
3,ORD,AMM,RJ,12584
3,HNL,NRT,HA,12564
3,SFO,MUC,LH,12560
3,PHL,FCO,AA,12537
3,MSP,YWG,DL,12532
3,DFW,FRA,AA,12528
3,ATL,CUN,F9,12524
3,BOS,PUJ,B6,12517
3,JFK,DUB,DL,12488
3,MCO,DXB,EK,12486
3,JFK,HND,JL,12474
3,EWR,ORY,BF,12439
3,MDW,MLM,Y4,12430
3,JFK,HEL,AY,12412
3,LAX,PVR,AS,12409
3,PHL,DUB,AA,12388
3,ATL,UIO,DL,12357
3,ATL,MAD,DL,12347
3,EWR,ARN,SK,12346
3,BOS,MUC,LH,12337
3,IAH,GDL,UA,12322
3,ATL,IST,TK,12287
3,LAX,DUB,EI,12262
3,DFW,EZE,AA,12250
3,PHL,CUN,F9,12205
3,IAH,AMS,UA,12199
3,IAD,AUH,EY,12154
3,RSW,YYZ,WS,12154
3,ATL,PTY,DL,12141
3,DEN,MUC,UA,12136
3,JFK,MAD,DL,12117
3,ORD,PUJ,UA,12113
3,LAX,CPH,SK,12054
3,SEA,ICN,KE,12052
3,EWR,JNB,UA,12049
3,SFO,SJD,AS,12034
3,IAD,MUC,UA,12020
3,EWR,HND,UA,12018
3,IAH,MTY,UA,12009
3,MSP,PVR,DL,12007
3,LAX,LIR,AS,12002
3,PHL,AUA,AA,11990
3,DTW,FRA,LH,11981
3,SFO,MUC,UA,11978
3,ORD,HND,JL,11955
3,LAX,MEX,Y4,11950
3,SJU,PUJ,B6,11930
3,BOS,CDG,DL,11923
3,LAX,NRT,JL,11901
3,HNL,HND,NH,11887
3,SFO,AKL,NZ,11874
3,JFK,KWI,KU,11873
3,IAH,CDG,AF,11860
3,MDW,CUN,WN,11858
3,BOS,MAD,IB,11855
3,ORD,YUL,QK,11844
3,EWR,ZRH,LX,11792
3,JFK,LGW,B6,11761
3,ATL,LIR,DL,11755
3,PHL,YYZ,PT,11747
3,BOS,IST,TK,11699
3,EWR,VIE,OS,11690
3,EWR,CDG,AF,11688
3,JFK,ACC,DL,11683
3,JFK,HND,NH,11669
3,IAH,QRO,UA,11643
3,JFK,KEF,FI,11602
3,ATL,BOG,DL,11590
3,ORD,NRT,NH,11589
3,SEA,KEF,FI,11562
3,BOS,SDQ,B6,11561
3,FLL,STI,NK,11559
3,MIA,UVF,AA,11549
3,DFW,AKL,AA,11537
3,BOS,ZRH,LX,11522
3,ORD,ZRH,LX,11502
3,LAS,YUL,RV,11490
3,ORD,AMS,KL,11473
3,ATL,FRA,DL,11456
3,PHX,CUN,AA,11449
3,EWR,MUC,UA,11438
3,SEA,PVR,AS,11428
3,IAH,YYC,WS,11421
3,HNL,MNL,PR,11402
3,IAD,ICN,KE,11401
3,LAX,BNE,QF,11386
3,BOS,DUB,DL,11363
3,DFW,HND,JL,11362
3,JFK,UVF,B6,11347
3,ATL,LHR,BA,11317
3,JFK,GRU,DL,11295
3,DTW,LHR,DL,11289
3,SFO,PVG,UA,11260
3,SEA,CUN,AS,11253
3,PHL,PUJ,AA,11229
3,ATL,GUA,DL,11212
3,CLT,MUC,AA,11176
3,ORD,CPH,SK,11168
3,LAX,SJO,DL,11162
3,JFK,SJO,B6,11159
3,SFO,PVR,AS,11157
3,ATL,MUC,DL,11156
3,MSP,LHR,DL,11150
3,EWR,BER,UA,11138
3,JFK,BOG,DL,11133
3,JFK,BGI,B6,11123
3,DFW,SYD,QF,11076
3,SEA,GDL,Y4,11076
3,LAX,NRT,NH,11071
3,DFW,BZE,AA,11069
3,MIA,SKB,AA,11069
3,ORD,PVR,AA,11052
3,EWR,NAS,UA,11047
3,IAH,GIG,UA,11044
3,TPA,YUL,RV,10997
3,TPA,LGW,BA,10970
3,DTW,CUN,NK,10966
3,IAH,SCL,UA,10964
3,ORD,MBJ,AA,10963
3,PDX,YVR,QK,10955
3,ORD,GDL,VB,10930
3,FLL,LIM,B6,10909
3,JFK,LGW,N0,10889
3,DEN,CUN,F9,10888
3,DFW,PUJ,AA,10834
3,SEA,CUN,DL,10817
3,MCO,SJO,NK,10807
3,CLT,FRA,AA,10802
3,JFK,GEO,B6,10797
3,LGA,YYZ,WS,10765
3,BOS,YUL,QK,10734
3,JFK,PVR,B6,10730
3,ORD,ICN,KE,10716
3,SFO,HND,NH,10712
3,IAD,AMS,KL,10692
3,IAH,MEX,Y4,10661
3,DFW,SCL,AA,10659
3,SFO,NRT,NH,10652
3,BOS,PUJ,DL,10629
3,JFK,MEX,DL,10625
3,IAH,PUJ,UA,10614
3,SFO,HND,JL,10608
3,EWR,YUL,YX,10602
3,BOS,CUN,DL,10600
3,ATL,YYZ,QK,10582
3,DTW,YYZ,9E,10580
3,SFO,MEL,UA,10579
3,ORD,HND,NH,10567
3,ORD,PUJ,F9,10562
3,SFO,NRT,JL,10548
3,SPN,ICN,7C,10545
3,FLL,PUJ,NK,10543
3,LAX,MEX,VB,10532
3,SEA,NRT,JL,10532
3,BOS,CUN,B6,10523
3,SEA,IST,TK,10501
3,CLE,CUN,F9,10499
3,MSP,PUJ,DL,10492
3,JFK,SXM,B6,10484
3,IAH,LIM,UA,10473
3,CLT,GCM,AA,10459
3,LAX,SAL,N3,10445
3,FLL,MDE,NK,10434
3,LAX,TLV,LY,10424
3,BWI,KEF,OG,10417
3,JFK,POS,B6,10416
3,RDU,LHR,AA,10408
3,ORD,AMS,UA,10407
3,IAD,SAL,N3,10383
3,PDX,GDL,Y4,10371
3,JFK,PLS,B6,10365
3,DTW,PUJ,DL,10340
3,ATL,PVR,DL,10327
3,ONT,GDL,Y4,10319
3,MCO,CUN,F9,10305
3,TPA,LHR,VS,10298
3,MDW,GDL,Y4,10285
3,BOS,LHR,AA,10276
3,ATL,DUB,DL,10274
3,ORD,CUN,NK,10274
3,SFO,CDG,UA,10266
3,IAH,YYC,UA,10252
3,JFK,PUJ,DL,10252
3,PHL,CDG,AA,10239
3,ATL,YYC,WS,10231
3,FLL,XPL,NK,10225
3,JFK,GYE,B6,10224
3,MIA,MDE,AV,10213
3,EWR,PTY,UA,10205
3,JFK,AUA,DL,10189
3,LAX,PPT,AF,10183
3,LAX,CUN,AS,10181
3,SEA,ICN,OZ,10172
3,ATL,JNB,DL,10169
3,JFK,PUJ,AA,10165
3,LAX,CDG,TN,10163
3,ONT,TPE,CI,10163
3,BWI,CUN,F9,10155
3,JFK,BRU,DL,10150
3,SFO,PTY,CM,10142
3,MIA,TLV,LY,10133
3,FLL,PUJ,WN,10081
3,JFK,MXP,AZ,10077
3,SFO,CPH,SK,10073
3,BOS,LHR,VS,10058
3,OGG,YYC,WS,10058
3,ORD,MEX,VB,10048
3,ORD,MBJ,UA,10018
3,LAX,SYD,UA,10014
3,LAS,YEG,WO,9998
3,LAS,MEX,AM,9987
3,MCO,YYC,WS,9987
3,DTW,MBJ,DL,9982
3,MIA,POS,AA,9973
3,SAN,SJD,AS,9969
3,BOS,AUA,DL,9946
3,MIA,STI,AA,9941
3,JFK,MAN,VS,9932
3,EWR,PLS,UA,9930
3,JFK,ZRH,DL,9928
3,ATL,AUA,DL,9927
3,JFK,SXM,DL,9925
3,FLL,CAP,NK,9893
3,ATL,FRA,LH,9862
3,LAS,MEX,VB,9855
3,BOS,NRT,JL,9838
3,BOS,STI,B6,9814
3,DFW,SLP,AA,9807
3,PHL,AMS,AA,9806
3,JFK,GUA,B6,9787
3,LAX,SJD,AA,9783
3,BWI,CUN,NK,9772
3,STL,CUN,WN,9767
3,LAS,MEX,Y4,9761
3,PHX,YVR,WS,9759
3,MIA,MGA,AA,9746
3,JFK,NAS,DL,9721
3,IAD,LHR,VS,9714
3,EWR,YVR,AC,9712
3,PHX,YVR,AC,9707
3,MIA,GND,AA,9685
3,ORD,YYZ,MQ,9677
3,FLL,CTG,NK,9659
3,MCO,SDQ,NK,9649
3,CLT,SJO,AA,9641
3,BNA,LHR,BA,9614
3,PHX,YEG,WS,9599
3,SAT,MEX,5D,9598
3,SAT,MTY,VB,9598
3,DEN,SJD,WN,9595
3,HNL,SYD,HA,9587
3,CLT,MUC,LH,9580
3,JFK,ANU,AA,9579
3,ATL,SXM,DL,9566
3,LGA,YUL,YX,9557
3,FLL,YYZ,TS,9542
3,HNL,SYD,QF,9524
3,LAX,MEL,QF,9524
3,EWR,DUB,EI,9520
3,JFK,CTG,B6,9514
3,LAX,GDL,AS,9496
3,FLL,MBJ,WN,9494
3,FLL,MBJ,NK,9492
3,DEN,MEX,AM,9490
3,JFK,FRA,DL,9485
3,MIA,TLV,AA,9484
3,JFK,LIS,TP,9482
3,BOS,LHR,DL,9481
3,ATL,GCM,DL,9476
3,IAH,YVR,AC,9472
3,MCO,DUB,EI,9452
3,MSP,MBJ,DL,9447
3,IAH,SYD,UA,9444
3,DFW,LIR,AA,9440
3,EWR,PUJ,B6,9432
3,JFK,SNN,EI,9417
3,DFW,FRA,LH,9413
3,DFW,MBJ,AA,9407
3,CLT,SJD,AA,9398
3,ORD,PTY,CM,9367
3,FLL,CLO,NK,9317
3,JFK,MDE,AV,9309
3,AUS,CUN,AA,9295
3,SFO,SJD,UA,9293
3,MIA,CDG,AA,9289
3,DFW,SAL,AA,9283
3,PHX,CUN,WN,9282
3,PSP,YVR,AC,9282
3,IAD,KEF,FI,9281
3,JFK,LIR,B6,9280
3,SAN,YVR,QK,9263
3,EWR,EDI,UA,9261
3,FLL,LIM,NK,9256
3,DTW,PVR,DL,9254
3,SJC,NRT,ZG,9252
3,LAS,YVR,AC,9243
3,LAX,PVR,AA,9201
3,GUM,MNL,PR,9183
3,MIA,LIM,H8,9173
3,FLL,HAV,B6,9171
3,MIA,BAQ,AA,9168
3,ORD,PVR,UA,9166
3,LAX,MEL,UA,9162
3,IAH,SAP,UA,9157
3,FLL,CUN,B6,9153
3,EWR,KEF,FI,9152
3,SJU,MAD,IB,9143
3,ATL,UVF,DL,9141
3,MCO,BOG,NK,9129
3,HOU,LIR,WN,9128
3,ATL,BZE,DL,9120
3,ORD,YYC,UA,9113
3,FLL,YUL,TS,9106
3,BOS,KEF,OG,9100
3,HNL,YYC,WS,9097
3,JFK,LIM,LP,9076
3,ORD,ADD,ET,9068
3,IAD,BOG,AV,9052
3,LAX,YVR,UA,9052
3,ORD,YVR,UA,9051
3,JFK,MAN,EI,9050
3,IAH,GDL,Y4,9046
3,TPA,HAV,WN,9039
3,SAN,YYZ,AC,9033
3,JFK,GVA,LX,9032
3,IAD,ZRH,UA,9028
3,JFK,POP,B6,8998
3,EWR,CUN,B6,8991
3,MCO,MBJ,WN,8988
3,SLC,PVR,DL,8988
3,SLC,LHR,DL,8982
3,FLL,MGA,NK,8979
3,JFK,MBJ,AA,8973
3,SEA,DUB,EI,8972
3,MIA,CZM,AA,8965
3,TPA,YYZ,WS,8965
3,HOU,PVR,WN,8960
