Month,usg_apt,fg_apt,carrier,Total
2,MIA,GGT,MQ,7447
2,LAX,MEL,QF,7440
2,MIA,GEO,AA,7440
2,BOS,PUJ,B6,7424
2,PHX,MEX,AA,7405
2,IAD,LIS,TP,7403
2,ORD,PVR,UA,7390
2,LAX,SJD,AA,7375
2,LAX,CDG,TN,7368
2,IAH,CDG,AF,7359
2,LAX,TLV,LY,7347
2,LAS,YYZ,WS,7340
2,FLL,MBJ,NK,7311
2,JFK,MBJ,DL,7311
2,KOA,YVR,WS,7310
2,MSP,YWG,DL,7310
2,PHL,NAS,AA,7296
2,HNL,ICN,HA,7292
2,EWR,GVA,UA,7276
2,EWR,ARN,SK,7272
2,DFW,SLP,AA,7256
2,ORD,TPE,BR,7256
2,LAX,YVR,UA,7245
2,DTW,PVR,DL,7229
2,FLL,CUN,WN,7223
2,BOS,CDG,DL,7218
2,LAX,GUA,LR,7177
2,FLL,NAS,WN,7160
2,SNA,SJD,WN,7147
2,ATL,LOS,DL,7145
2,IAD,BOG,AV,7135
2,AUS,CUN,WN,7134
2,ATL,PLS,DL,7132
2,TPA,LHR,VS,7118
2,EWR,KEF,FI,7115
2,TPA,YYZ,WS,7111
2,JFK,BDA,AA,7104
2,DFW,SYD,QF,7094
2,SFO,CDG,AF,7089
2,IAH,POS,UA,7088
2,JFK,ZRH,DL,7077
2,MIA,GCM,KX,7073
2,SFO,CPH,SK,7073
2,EWR,SIN,SQ,7071
2,DFW,MZT,AA,7067
2,JFK,JED,SV,7061
2,DEN,YVR,QK,7049
2,MIA,PAP,AA,7047
2,PSP,YVR,AC,7042
2,PHX,YVR,WS,7038
2,FLL,MGA,NK,7020
2,FLL,KIN,NK,7011
2,LAX,GDL,AM,7002
2,HNL,HND,HA,6991
2,LAX,YEG,WS,6984
2,SNA,PVR,WN,6971
2,MIA,ELH,MQ,6960
2,IAH,YVR,AC,6953
2,EWR,EDI,UA,6945
2,MIA,HAV,09Q,6925
2,CLT,YYZ,OH,6924
2,ORD,YVR,UA,6921
2,IAD,JED,SV,6917
2,MCO,SDQ,B6,6911
2,HNL,YYC,WS,6897
2,CLT,MUC,AA,6889
2,IAH,YYZ,AC,6885
2,MSP,SJD,SY,6876
2,JFK,PLS,DL,6870
2,PDX,AMS,DL,6860
2,JFK,SJD,AA,6853
2,DTW,FRA,LH,6849
2,PHL,YYZ,QK,6839
2,SLC,MEX,DL,6837
2,EWR,BOG,UA,6825
2,SFO,HND,JL,6797
2,SEA,NRT,NH,6793
2,EWR,SXM,UA,6788
2,EWR,YYC,AC,6782
2,MCO,MDE,NK,6772
2,EWR,YOW,YX,6765
2,DFW,GDL,Y4,6763
2,SAT,GDL,Y4,6751
2,MSP,PUJ,SY,6750
2,JFK,LIM,LP,6742
2,FLL,YQB,RV,6733
2,JFK,LGW,BA,6730
2,IAD,ZRH,UA,6721
2,LGA,YUL,YX,6677
2,SLC,YYC,DL,6672
2,DTW,MEX,DL,6647
2,JFK,BRU,SN,6638
2,LAS,MTY,VB,6614
2,SEA,MEX,AM,6609
2,MIA,MID,AA,6603
2,EWR,BOM,AI,6587
2,EWR,DEL,AI,6587
2,PBI,YYZ,AC,6585
2,JFK,MEX,AA,6557
2,FLL,PAP,B6,6548
2,ATL,GDL,DL,6535
2,DTW,HND,DL,6525
2,IAD,DUB,EI,6507
2,SAT,MEX,VB,6498
2,LAX,GUA,Q6,6491
2,SRQ,YYZ,RV,6489
2,MCO,YUL,TS,6488
2,PHL,YUL,PT,6486
2,ORD,TLV,UA,6473
2,ATL,SDQ,DL,6467
2,TPA,YUL,RV,6464
2,FLL,YYZ,07Q,6453
2,LAX,DUB,EI,6451
2,MIA,YUL,AA,6451
2,DFW,MTY,VB,6446
2,DEN,YYZ,UA,6430
2,MSP,YYC,DL,6421
2,RDU,LHR,AA,6419
2,JFK,LIS,TP,6379
2,MIA,HOG,AA,6372
2,BOS,NAS,B6,6368
2,JFK,BCN,IB,6364
2,ORD,YYC,UA,6353
2,JFK,GVA,LX,6347
2,FLL,PUJ,B6,6338
2,MCO,PUJ,NK,6334
2,ATL,SAL,DL,6332
2,IAD,KEF,FI,6328
2,MSP,YVR,DL,6327
2,BWI,KEF,OG,6320
2,CLT,MUC,LH,6313
2,JFK,YVR,B6,6312
2,JFK,PAP,B6,6305
2,PHX,GDL,Y4,6305
2,TPA,CUN,B6,6301
2,BOS,KEF,OG,6293
2,IAH,SAL,NK,6291
2,MIA,RTB,AA,6291
2,DFW,OAX,AA,6281
2,BOS,LHR,AA,6275
2,DEN,SJD,WN,6272
2,IAH,MEX,VB,6255
2,ORD,YVR,AC,6243
2,DTW,YUL,OO,6239
2,DTW,SJD,DL,6225
2,DFW,NAS,AA,6220
2,CLT,MEX,AA,6213
2,EWR,YQB,YX,6202
2,FLL,HAV,B6,6199
2,LAX,ZIH,AS,6197
2,DTW,YYZ,9E,6188
2,MCO,SJO,B6,6154
2,IAH,RTB,UA,6141
2,SFO,BOM,AI,6134
2,FLL,YOW,RV,6120
2,MCO,YYZ,TS,6119
2,BNA,LHR,BA,6092
2,SJC,NRT,ZG,6090
2,MCO,DUB,EI,6079
2,IAH,UIO,UA,6077
2,LAX,SJD,UA,6068
2,EWR,YOW,QK,6050
2,MIA,ORY,BF,6048
2,DFW,YYZ,QK,6009
2,MSP,MEX,DL,6005
2,SAT,MTY,VB,5991
2,SFO,YUL,AC,5981
2,IAD,AMS,KL,5974
2,JFK,GEO,BW,5971
2,LAX,GUA,DL,5966
2,SEA,YYC,WS,5965
2,EWR,OSL,SK,5964
2,SFO,YYZ,UA,5939
2,FLL,YQB,TS,5925
2,BOS,DUB,DL,5920
2,LAX,MLM,Y4,5918
2,DTW,CDG,AF,5909
2,DFW,AGU,MQ,5895
2,ATL,FRA,LH,5889
2,BOS,LHR,VS,5835
2,MIA,AMS,KL,5812
2,LAX,LTO,AS,5809
2,DFW,FRA,LH,5803
2,IAD,CAI,MS,5779
2,IAD,YYZ,YV,5755
2,LAS,ICN,KE,5753
2,IAD,YYZ,QK,5740
2,DCA,NAS,AA,5725
2,FLL,PTY,CM,5724
2,JFK,SJD,B6,5724
2,MIA,PEI,AA,5697
2,DEN,YUL,AC,5684
2,IAD,VIE,OS,5669
2,DFW,BOG,AA,5665
2,LIH,YVR,WS,5654
2,LAS,YYZ,WO,5652
2,SEA,LHR,AA,5649
2,DFW,HEL,AY,5638
2,IAH,XPL,UA,5637
2,STL,PUJ,F9,5635
2,FLL,UIO,B6,5614
2,JFK,YYZ,YX,5612
2,DFW,CUU,OO,5610
2,IAH,AMS,KL,5606
2,JFK,MNL,PR,5604
2,GUM,PUS,7C,5598
2,MIA,MHH,MQ,5584
2,FLL,SAP,NK,5563
2,MCO,YOW,RV,5552
2,OAK,BJX,Y4,5551
2,PHL,CDG,AA,5540
2,DEN,GDL,Y4,5539
2,DFW,ICN,KE,5516
2,CLT,BDA,AA,5498
2,BOS,ICN,KE,5475
2,MIA,BDA,AA,5470
2,EWR,CPT,UA,5467
2,DTW,LHR,DL,5466
2,FLL,BOG,B6,5466
2,IAH,BJX,UA,5463
2,OAK,MLM,Y4,5462
2,ORD,AMS,UA,5457
2,SMF,GDL,AM,5446
2,LAX,BCN,IB,5425
2,JFK,TPE,CI,5419
2,MDW,BJX,Y4,5419
2,MIA,BSB,G3,5412
2,FLL,PAP,NK,5411
2,MIA,CPH,SK,5408
2,SFB,YHM,WO,5384
2,IAD,ACC,UA,5381
2,JFK,LHR,B6,5361
2,SFO,PPT,UA,5353
2,MCO,GRU,JJ,5349
2,FAT,GDL,AM,5347
2,ORD,AKL,NZ,5347
2,LAX,SAL,DL,5331
2,JFK,GIG,AA,5327
2,MIA,FPO,MQ,5326
2,MIA,CMW,AA,5312
2,PHX,GDL,AA,5310
2,ATL,KIN,DL,5298
2,FLL,SDQ,B6,5291
2,SLC,YVR,DL,5273
2,IAD,MEX,UA,5265
2,IAD,LHR,VS,5246
2,BOS,PDL,S4,5245
2,SEA,LHR,VS,5242
2,LAX,SCL,LA,5241
2,SFO,BLR,AI,5239
2,IAD,TLV,UA,5227
2,EWR,WAW,LO,5225
2,IAH,MAN,SQ,5220
2,SAT,MEX,Y4,5206
2,MCO,MAN,EI,5202
2,IAD,AMM,UA,5188
2,LAX,MAD,IB,5166
2,SEA,YYZ,AC,5160
2,MCI,CUN,F9,5158
2,HOU,CZM,WN,5134
2,MIA,BOG,LA,5131
2,PDX,SJD,AS,5098
2,SFO,CDG,UA,5089
2,MIA,MVD,AA,5086
2,SAN,YYC,WS,5079
2,MCO,MBJ,B6,5050
2,SFO,ORY,BF,5049
2,JFK,FRA,DE,5047
2,JFK,YUL,9E,5035
2,IAD,CPT,UA,5033
2,SEA,SJD,DL,5017
2,OAK,MEX,Y4,5013
2,IAH,MTY,UA,5009
2,ATL,MTY,DL,4992
2,JFK,GDL,Y4,4992
2,SAN,NRT,JL,4978
2,DCA,YUL,QK,4974
2,SFO,LIS,TP,4973
2,BOS,SNN,EI,4972
2,SEA,SIN,SQ,4963
2,AUS,SJD,AA,4962
2,SFO,NAN,FJ,4959
2,SJC,SJD,AS,4950
2,JFK,NBO,KQ,4940
2,DFW,MLM,AA,4934
2,FLL,PLS,WN,4929
2,MSP,LIR,DL,4924
2,IAD,DEL,AI,4911
2,LAX,JED,SV,4893
2,IAD,NRT,NH,4872
2,JFK,LIM,LA,4862
2,LAS,YYC,AC,4861
2,RNO,GDL,Y4,4858
2,IAD,AUA,UA,4856
2,TPA,FRA,4Y,4836
2,BOS,BCN,IB,4835
2,MIA,ARN,SK,4830
2,ORD,GDL,AM,4819
2,FLL,GCM,WN,4815
2,BOS,MAD,IB,4811
2,JFK,SJD,DL,4811
2,ORD,CPH,SK,4809
2,ORD,VIE,OS,4802
2,BOS,GRU,JJ,4777
2,IAH,NRT,NH,4772
2,IAH,YYZ,UA,4755
2,RDU,CDG,DL,4729
2,SEA,PVR,DL,4728
2,JFK,EDI,DL,4727
2,SFO,GDL,AM,4722
2,DEN,MEX,Y4,4720
2,MIA,VRA,AA,4718
2,PDX,PVR,AS,4705
2,MIA,DUB,EI,4680
2,BOS,LHR,DL,4676
2,LAX,YVR,07Q,4664
2,DEN,PTY,CM,4663
2,DFW,YUL,AA,4660
2,MSP,YYZ,OO,4644
2,FLL,YOW,07Q,4634
2,ORD,LIS,TP,4632
2,HNL,AKL,NZ,4621
2,LAS,PTY,CM,4618
2,SFO,BNE,UA,4612
2,MIA,HEL,AY,4611
2,LAX,SAL,UA,4605
2,LAX,MZT,AS,4592
2,MSP,LHR,DL,4584
2,LAX,PPT,AF,4573
2,TPA,PTY,CM,4564
2,HNL,MEL,JQ,4550
2,SLC,GDL,5D,4550
2,BOS,PTY,CM,4546
2,MSP,AMS,KL,4544
2,PHL,AMS,AA,4537
2,RDU,YYZ,QK,4528
2,MIA,MDE,AV,4522
2,LAX,SJD,B6,4515
2,JFK,RUH,SV,4513
2,ORD,KEF,FI,4507
2,HNL,AKL,HA,4505
2,LAX,BJX,Y4,4494
2,JFK,EZE,AR,4485
2,JFK,AMM,RJ,4450
2,SAN,MUC,LH,4450
2,DCA,YYZ,OH,4445
2,MCO,MBJ,NK,4431
2,MCO,YYZ,WG,4431
2,KOA,YVR,AC,4407
2,FLL,MDE,B6,4397
2,DEN,PVR,F9,4391
2,MCO,SDQ,F9,4390
2,PHL,PUJ,NK,4373
2,SFB,YOW,07Q,4372
2,DEN,PVR,WN,4357
2,LAS,YEG,WS,4350
2,ATL,SAP,DL,4347
2,LAS,YVR,07Q,4332
2,AZA,YEG,WO,4324
2,LGA,YYZ,AC,4323
2,FLL,YKF,07Q,4295
2,ORD,AMS,KL,4283
2,ORD,YYZ,YX,4282
2,JFK,KIN,BW,4281
2,IAD,GUA,UA,4268
2,DFW,CDG,AF,4263
2,HNL,SYD,JQ,4261
2,IAH,SAL,TA,4244
2,LAX,XMN,MF,4241
2,SJU,SBH,04Q,4216
2,MCO,YYZ,Y9,4200
2,SFO,PPT,BF,4191
2,JFK,YYZ,07Q,4189
2,EWR,LIM,UA,4185
2,IAD,GVA,UA,4184
2,IAD,PLS,UA,4179
2,JFK,DSS,DL,4176
2,MIA,YUL,TS,4172
2,MIA,AXA,MQ,4166
2,EWR,YHZ,QK,4163
2,DTW,YYZ,QK,4153
2,BOS,LGW,B6,4152
2,MSP,YYZ,QK,4132
2,MCO,KEF,FI,4089
2,HNL,NRT,ZG,4083
2,IAD,YYZ,YX,4082
2,SJC,MLM,Y4,4081
2,IAH,SAP,NK,4075
2,BOS,NAS,DL,4054
2,SLC,LHR,DL,4054
2,ATL,PTY,CM,4037
2,AUS,MEX,5D,4026
2,MSP,CZM,SY,4014
2,MDW,YTZ,PD,4007
2,DFW,MID,AA,4002
2,GUM,NRT,7C,3999
2,SEA,FRA,LH,3996
2,JFK,PVG,MU,3990
2,JFK,BEG,JU,3986
2,CLE,PUJ,F9,3970
2,LAS,AMS,KL,3947
2,FAT,MLM,Y4,3938
2,IAD,HND,NH,3920
2,MSY,LHR,BA,3862
2,PHL,PUJ,F9,3861
2,JFK,MXP,AZ,3847
2,LAX,HEL,AY,3836
2,FLL,POS,BW,3826
2,HNL,YYZ,AC,3825
2,MSY,YYZ,QK,3818
2,DEN,YEG,OO,3813
2,DEN,LIR,UA,3804
2,IAH,YYZ,OO,3804
2,MCO,PUJ,F9,3796
2,DFW,MAD,IB,3795
2,EWR,LIR,UA,3786
2,IAH,HND,NH,3782
2,IAD,LOS,UA,3778
2,IAH,VER,YV,3767
2,BWI,LHR,BA,3738
2,AZA,YWG,WO,3736
2,PIE,YHM,WO,3730
2,IAD,CMN,AT,3723
2,IAH,ZIH,YV,3720
2,SFO,YEG,QK,3717
2,BOS,LHR,UA,3713
2,LAS,YYZ,07Q,3708
2,FLL,BER,N0,3698
2,JFK,ANU,B6,3698
2,DTW,FRA,DL,3695
2,CVG,CUN,F9,3689
2,SNA,YVR,WS,3685
2,IND,PVR,SY,3683
2,PHL,ZRH,AA,3680
2,BOS,MBJ,DL,3672
2,MCO,MEX,Y4,3667
2,IAH,BJX,YV,3646
2,SJU,EIS,3M,3646
2,JFK,FRA,DL,3644
2,AUS,AMS,KL,3630
2,MIA,BON,AA,3629
2,MCO,NAS,B6,3618
2,EWR,ADD,ET,3617
2,FLL,AXM,NK,3617
2,MDW,ZCL,Y4,3617
2,SLC,YYZ,DL,3612
2,LAX,ORY,BF,3602
2,LAX,OAX,Y4,3581
2,LAS,GDL,F9,3576
2,MIA,MEX,Y4,3568
2,SAN,PVR,AS,3566
2,DEN,YYZ,OO,3565
2,PDX,LHR,BA,3557
2,ATL,GGT,9E,3556
2,DFW,MEX,Y4,3554
2,SEA,YLW,OO,3553
2,IAH,MLM,YV,3551
2,MSY,CUN,NK,3550
2,IAH,SLP,UA,3548
2,FLL,BEL,AD,3545
2,LAS,YEG,07Q,3504
2,ONT,SAL,TA,3504
2,SFO,YYC,WS,3493
2,JFK,CUR,B6,3472
2,MIA,SCU,AA,3470
2,TPA,GCM,KX,3470
2,LAX,YVR,OO,3463
2,ATL,PUJ,F9,3459
2,ATL,ELH,9E,3455
2,FLL,YHM,WO,3445
2,MIA,PBM,AA,3439
2,MCO,GDL,Y4,3436
2,MIA,YVR,AC,3428
2,SJC,LHR,BA,3422
2,DFW,MEX,5D,3418
2,BOS,TLV,LY,3414
2,ORD,NRT,JL,3404
2,MSP,MZT,SY,3396
2,ORD,YUL,OO,3389
2,JFK,BER,N0,3387
2,IAH,YYZ,QK,3385
2,IAH,AGU,YV,3354
2,ORD,ZRH,UA,3346
2,MIA,MTY,MQ,3325
2,AUS,YYZ,QK,3311
2,DTW,MTY,5D,3298
2,BOS,LHR,B6,3295
2,ORD,ARN,SK,3283
2,JFK,PTP,B6,3269
2,EWR,OPO,TP,3259
2,PHL,FRA,4Y,3259
2,LRD,SAL,09Q,3258
2,DTW,AMM,RJ,3245
2,ORD,BJX,Y4,3236
2,LAX,AGU,Y4,3224
2,SFB,YYZ,WO,3219
2,LAX,PVR,UA,3216
2,GUM,ROR,UA,3215
2,ATL,MBJ,F9,3214
2,DFW,MEL,QF,3204
2,MIA,BAQ,AV,3189
2,JFK,AKL,NZ,3155
2,IAH,TAM,YV,3149
2,MIA,CMN,AT,3136
2,ORD,MTY,VB,3133
2,LAX,GUA,UA,3128
2,SFO,YVR,07Q,3124
2,LAX,ZCL,Y4,3123
2,MIA,SNU,09Q,3113
2,BDL,MBJ,NK,3111
2,SEA,DUB,EI,3109
2,IAH,BJX,VB,3107
2,DFW,MTY,MQ,3103
2,LAX,PPT,DL,3103
2,SJU,SDQ,F9,3100
2,IAD,CPH,SK,3087
2,AUS,LIR,AA,3085
2,LAX,YWG,WS,3081
2,JFK,TAS,HY,3061
2,IAH,YUL,QK,3060
2,DFW,DGO,AA,3033
2,DEN,SJD,F9,3032
2,DFW,SAL,TA,3026
2,FLL,SAL,NK,3011
2,SEA,YYC,QX,3003
2,MIA,GUA,F9,3000
2,MDW,AGU,Y4,2992
2,IAD,GUA,LR,2991
2,SEA,YYJ,OO,2991
2,PHX,HMO,OO,2984
2,STL,FRA,LH,2958
2,JFK,YYC,WS,2956
2,DFW,TRC,MQ,2947
2,MCO,YHZ,RV,2942
2,IAH,MUC,UA,2935
2,PSP,YYZ,RV,2918
2,JFK,SAL,Q6,2912
2,GUM,TKK,UA,2892
2,JFK,CPH,SK,2877
2,MCO,GUA,NK,2876
2,ELP,GUA,09Q,2867
2,IAD,SAL,UA,2867
2,IAH,OAX,YV,2842
2,BNA,YYZ,AC,2835
2,SNA,YYC,WS,2827
2,SEA,YEG,QX,2819
2,PHX,LTO,OO,2817
2,AUS,PVR,AA,2815
2,JFK,MBJ,BW,2806
2,CVG,CDG,DL,2793
2,AZA,YEG,07Q,2785
2,EWR,POP,UA,2757
2,OGG,YYC,AC,2748
2,ORD,MLM,VB,2742
2,EWR,HAV,YX,2735
2,ORD,MTY,OO,2733
2,JFK,CAN,CZ,2732
2,PIT,LHR,BA,2730
2,MSY,SAP,NK,2716
2,PHX,YXE,WS,2713
2,EWR,HND,UA,2710
2,TPA,YHZ,RV,2704
2,TPA,YOW,RV,2700
2,MCO,YWG,WS,2679
2,IAD,YUL,QK,2630
2,LAX,MTY,5D,2613
2,MSP,ZIH,SY,2611
2,MCO,YQB,TS,2609
2,BOS,AMS,KL,2603
2,SPN,ICN,OZ,2603
2,IAD,DUB,UA,2579
2,LAS,YHM,WO,2543
2,SEA,FRA,DE,2541
2,IAH,PUJ,UA,2537
2,PHX,YYC,Y9,2536
2,PHX,YQR,WS,2527
2,LAX,ZLO,AS,2524
2,ORD,YYZ,PT,2512
2,FLL,BOG,AV,2507
2,ATL,YUL,QK,2495
2,STL,YYZ,QK,2489
2,FLL,ELH,3M,2484
2,ATL,SJO,F9,2475
2,IAD,YOW,YX,2474
2,DEN,BZE,UA,2463
2,ORD,MLM,Y4,2463
2,SFB,YWG,WO,2462
2,FLL,YYC,WS,2453
2,IAD,SJO,LR,2453
2,JFK,GUA,LR,2452
2,DTW,YYZ,OO,2448
2,SMF,BJX,Y4,2448
2,AUS,FRA,LH,2443
2,LAX,PEK,CA,2431
2,SFO,KIX,UA,2419
2,PHX,YWG,WS,2418
2,PSP,YWG,WS,2415
2,ATL,SAL,F9,2414
2,MCO,SAP,NK,2412
2,PHX,MTY,MQ,2412
2,IAH,HAV,YV,2408
2,JFK,DSS,HC,2397
2,MIA,CMW,09Q,2397
2,CLT,GDL,Y4,2394
2,DFW,YUL,QK,2387
2,SFB,YYZ,07Q,2379
2,BWI,LIR,WN,2376
2,MIA,GDL,Y4,2369
2,SFO,ZIH,AS,2367
2,LAX,BZE,AS,2361
2,ATL,MAN,VS,2358
2,MCO,POS,BW,2355
2,BOS,HKG,CX,2349
2,JFK,MTY,AA,2333
2,PHL,MBJ,NK,2331
2,LAS,YQR,WS,2325
2,SJC,BJX,Y4,2302
2,FLL,AUA,NK,2294
2,BNA,YYZ,QK,2286
2,BWI,YYZ,QK,2284
2,FLL,BGA,NK,2275
2,MDW,DGO,Y4,2273
2,CLT,YYZ,QK,2272
2,FLL,REC,AD,2268
2,SMF,MEX,Y4,2264
2,SEA,BZE,AS,2255
2,SMF,YVR,QK,2251
2,LAX,CAN,CZ,2250
2,RSW,YOW,WS,2250
2,HNL,MAJ,UA,2242
2,IAD,SDQ,UA,2236
2,JFK,VIE,OS,2232
2,MDW,PUJ,WN,2212
2,OGG,YYZ,AC,2208
2,BNA,CUN,WN,2207
2,IAD,YYZ,C5,2205
2,AZA,YYZ,07Q,2195
2,MCI,CUN,WN,2192
2,IAD,YUL,C5,2191
2,JFK,GCM,KX,2177
2,PHL,PLS,AA,2173
2,EWR,BZE,UA,2170
2,BOS,PLS,B6,2168
2,LAX,YEG,07Q,2162
2,PIT,YYZ,QK,2157
2,MSP,YUL,OO,2147
2,JFK,BDA,DL,2140
2,SFB,YKF,07Q,2131
2,FLL,MAO,AD,2129
2,MCO,GDL,F9,2111
2,DEN,LIR,WN,2108
2,SMF,SJD,WN,2100
2,ORD,NAS,UA,2096
2,MSP,LIR,SY,2094
2,ATL,BDA,DL,2092
2,LAX,KIX,JL,2064
2,BOS,CPH,SK,2056
2,IAH,MTY,NK,2053
2,DCA,YOW,QK,2046
2,FLL,GGT,3M,2033
2,MIA,SVD,AA,2033
2,SJU,YYZ,AC,2031
2,AZA,YYC,WS,2004
2,LAS,YWG,WS,2003
2,SWF,KEF,OG,2003
2,MIA,DOM,MQ,2001
2,JFK,ADD,ET,1999
2,PSP,YEG,07Q,1999
2,SEA,LHR,DL,1993
2,EWR,ORY,B0,1992
2,PHL,MBJ,F9,1988
2,MIA,SAL,TA,1976
2,ATL,BON,DL,1974
2,FLL,SXM,NK,1960
2,SPN,NRT,UA,1951
2,DTW,NGO,DL,1947
2,AUS,MTY,NK,1928
2,FLL,OSL,N0,1920
2,IAD,RUH,SV,1911
2,SEA,CDG,AF,1910
2,PBI,YUL,AC,1907
2,PSP,YVR,07Q,1903
2,MCO,YUL,AC,1896
2,IAD,MBJ,UA,1895
2,DFW,RTB,AA,1893
2,IAH,GCM,UA,1883
2,CMH,YYZ,QK,1877
2,ORD,QRO,Y4,1875
2,AZA,YVR,07Q,1872
2,SJU,PUJ,F9,1853
2,LAX,PVR,NK,1848
2,BOS,SXM,B6,1827
2,LAX,MTY,VB,1822
2,IAH,GDL,VB,1821
2,PPG,APW,2OQ,1820
2,MCO,CTG,NK,1815
2,ATL,MHH,9E,1803
2,IND,YYZ,QK,1780
2,LAX,FRA,DE,1778
2,MIA,OSL,SK,1767
2,DFW,ZIH,AA,1753
2,DEN,SJO,UA,1752
2,HRL,BOG,09Q,1743
2,MIA,HOG,09Q,1741
2,BOS,YHZ,QK,1716
2,ATL,KIN,F9,1714
2,DEN,CUU,Y4,1707
2,MSP,YUL,QK,1704
2,CLE,YYZ,QK,1694
2,MIA,MDE,NK,1692
2,MIA,SDQ,GCA,1692
2,BWI,AUA,WN,1669
2,SFB,YXU,WO,1648
2,LAX,SZX,CA,1639
2,ORD,YOW,G7,1635
2,MCO,YQB,RV,1632
2,HNL,NAN,FJ,1624
2,BOS,BGI,B6,1623
2,MCO,MBJ,F9,1617
2,JFK,OSL,N0,1616
2,SFO,YEG,07Q,1604
2,IAD,YTZ,PD,1602
2,LAX,YYC,Y9,1580
2,SJU,STI,3M,1576
2,SJU,EIS,9K,1575
2,IAH,NAS,YV,1567
2,MIA,HAV,1BQ,1544
2,SAT,BJX,VB,1538
2,ORD,KRK,LO,1531
2,PHL,FCO,AA,1513
2,PHX,ZIH,AA,1509
2,LAX,SJD,NK,1505
2,PIT,CUN,G4,1503
2,MIA,PUJ,LA,1490
2,BOS,CUN,AA,1488
2,MIA,FOR,JJ,1479
2,CMH,CUN,AA,1459
2,CVG,YYZ,QK,1454
2,BOS,PLS,AA,1446
2,IAD,YOW,G7,1427
2,PHX,YUL,RV,1415
2,FLL,NSB,2LQ,1406
2,SJC,ZCL,Y4,1403
2,MIA,FDF,MQ,1399
2,EWR,MUC,LH,1398
2,SAN,YUL,AC,1379
2,HNL,YEG,WS,1371
2,MKE,CUN,SY,1363
2,CLT,CUR,AA,1351
2,MSP,BZE,SY,1351
2,ORD,PUJ,AA,1349
2,ORD,CZM,AA,1348
2,ORD,HUX,Y4,1348
2,MSP,GCM,SY,1347
2,IND,CUN,AA,1346
2,ORD,LIR,AA,1346
2,MSP,MBJ,SY,1343
2,MCI,CUN,AA,1341
2,PDX,YYC,WS,1338
2,GUM,KIX,UA,1337
2,MCO,YHZ,WS,1337
2,MIA,HAV,GCA,1336
2,EWR,ANU,UA,1335
2,MIA,BOG,NK,1334
2,BOS,MBJ,B6,1331
2,CLE,CUN,UA,1328
2,AUS,LHR,VS,1326
2,CLT,LIR,AA,1326
2,ORD,LIR,UA,1321
2,MSP,AUA,SY,1318
2,EWR,BON,UA,1317
2,ATL,MAD,DL,1316
2,CLT,POP,AA,1316
2,BWI,SJO,WN,1313
2,EWR,GCM,UA,1313
2,MSP,BZE,DL,1311
2,HRL,GUA,09Q,1310
2,DTW,YUL,QK,1307
2,BOS,PUJ,AA,1306
2,SJC,PVR,AS,1300
2,ORD,GCM,UA,1298
2,ORD,AUA,UA,1297
2,CVG,CUN,VB,1296
2,RDU,CUN,AA,1295
2,BNA,YYZ,WS,1293
2,JFK,LIR,AA,1290
2,DEN,CZM,UA,1289
2,MDW,MBJ,WN,1286
2,KOA,YYC,WS,1285
2,DFW,AUA,AA,1279
2,ORD,AUA,AA,1276
2,MIA,PUJ,GCA,1274
2,PDX,CUN,AS,1273
2,MIA,GEO,PY,1272
2,BOS,GCM,B6,1271
2,ORD,CZM,UA,1271
2,RDU,YUL,QK,1270
2,DFW,GCM,AA,1268
2,MSP,RTB,SY,1267
2,EWR,GUA,UA,1261
2,STL,CUN,AA,1260
2,FAT,BJX,Y4,1257
2,EWR,SAL,UA,1251
2,IAH,BON,UA,1248
2,IAH,MBJ,UA,1244
2,PSP,YYZ,07Q,1243
2,ORD,GCM,AA,1238
2,EWR,BGI,UA,1237
2,ORD,PLS,UA,1227
2,IAD,GCM,UA,1226
2,IAD,SJO,UA,1221
2,EWR,PVR,UA,1209
2,PIT,PUJ,G4,1209
2,CLT,SDQ,AA,1208
2,MSP,PLS,SY,1196
2,IAH,PBC,YV,1195
2,IAH,AUA,UA,1193
2,LAX,CUN,AA,1187
2,SMF,PVR,AS,1180
2,BOS,UVF,B6,1177
2,OGG,YEG,WS,1165
2,SJU,YUL,TS,1161
2,SFO,CUN,AS,1153
2,BOS,POP,B6,1152
2,CLT,BZE,AA,1150
2,IAH,ACA,YV,1150
2,JFK,SKB,AA,1145
2,RSW,FRA,4Y,1145
2,FOE,CUN,X9,1144
2,FLL,YUL,RV,1143
2,IAH,CUN,X9,1139
2,EWR,SJD,UA,1131
2,JFK,PLS,AA,1127
2,ATL,ANU,DL,1126
2,SJU,YUL,AC,1126
2,FLL,MHH,3M,1125
2,IAH,YYZ,YV,1122
2,ATL,LIR,F9,1121
2,MIA,CLO,AV,1121
2,IAD,BGI,UA,1118
2,ATL,RTB,DL,1117
2,MCO,YYT,WS,1112
2,DFW,PLS,AA,1111
2,IAD,NAS,UA,1107
2,ORD,NAS,AA,1100
2,SMF,SJD,AS,1100
2,MCO,YEG,WS,1099
2,LAS,YXE,WS,1096
2,SJU,DOM,3M,1096
2,SAN,CUN,AS,1095
2,BOS,YUL,AC,1094
2,MIA,PTP,AF,1094
2,IND,CUN,WN,1081
2,DEN,BZE,WN,1079
2,HRL,SAP,09Q,1076
2,JFK,SVD,BW,1069
2,DEN,RTB,UA,1068
2,ATL,SKB,DL,1061
2,PHL,GCM,AA,1058
2,MDW,SJD,WN,1053
